Starting DroneDriver
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_x, Err, -26.000000, P, -0.026000, I, 0.000000, D, 0.000000, PID, -0.026000
vel_y, Err, -10.000000, P, -0.012500, I, 0.000000, D, 0.000000, PID, -0.012500
vel_x, Err, -24.000000, P, -0.024000, I, 0.000000, D, 0.001600, PID, -0.022400
vel_y, Err, -9.000000, P, -0.011250, I, 0.000000, D, 0.000875, PID, -0.010375
vel_x, Err, -24.000000, P, -0.024000, I, 0.000000, D, 0.000000, PID, -0.024000
vel_y, Err, -6.000000, P, -0.007500, I, 0.000000, D, 0.002625, PID, -0.004875
vel_x, Err, -24.000000, P, -0.024000, I, 0.000000, D, 0.000000, PID, -0.024000
vel_y, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -23.000000, P, -0.023000, I, 0.000000, D, 0.000800, PID, -0.022200
vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -21.000000, P, -0.021000, I, 0.000000, D, 0.001600, PID, -0.019400
vel_y, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -19.000000, P, -0.019000, I, 0.000000, D, 0.001600, PID, -0.017400
vel_y, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.002400, PID, -0.013600
vel_y, Err, -4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -18.000000, P, -0.018000, I, 0.000000, D, -0.001600, PID, -0.019600
vel_y, Err, 0.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -12.000000, P, -0.012000, I, 0.000000, D, 0.004800, PID, -0.007200
vel_y, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, 0.000800, PID, -0.010200
vel_y, Err, -5.000000, P, -0.006250, I, 0.000000, D, 0.000875, PID, -0.005375
vel_x, Err, -10.000000, P, -0.010000, I, 0.000000, D, 0.000800, PID, -0.009200
vel_y, Err, -5.000000, P, -0.006250, I, 0.000000, D, 0.000000, PID, -0.006250
vel_x, Err, -10.000000, P, -0.010000, I, 0.000000, D, 0.000000, PID, -0.010000
vel_y, Err, -5.000000, P, -0.006250, I, 0.000000, D, 0.000000, PID, -0.006250
vel_x, Err, -9.000000, P, -0.009000, I, 0.000000, D, 0.000800, PID, -0.008200
vel_y, Err, -6.000000, P, -0.007500, I, 0.000000, D, -0.000875, PID, -0.008375
vel_x, Err, -7.000000, P, -0.007000, I, 0.000000, D, 0.001600, PID, -0.005400
vel_y, Err, -9.000000, P, -0.011250, I, 0.000000, D, -0.002625, PID, -0.013875
vel_x, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, -0.002625, PID, -0.017625
vel_x, Err, 8.000000, P, 0.008000, I, 0.000000, D, 0.012000, PID, 0.020000
vel_y, Err, -17.000000, P, -0.021250, I, 0.000000, D, -0.004375, PID, -0.025625
vel_x, Err, 12.000000, P, 0.012000, I, 0.000000, D, 0.003200, PID, 0.015200
vel_y, Err, -18.000000, P, -0.022500, I, 0.000000, D, -0.000875, PID, -0.023375
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.002400, PID, 0.017400
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, -0.000875, PID, -0.024625
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.002400, PID, 0.020400
vel_y, Err, -20.000000, P, -0.025000, I, 0.000000, D, -0.000875, PID, -0.025875
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000800, PID, 0.019800
vel_y, Err, -21.000000, P, -0.026250, I, 0.000000, D, -0.000875, PID, -0.027125
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, -0.000800, PID, 0.017200
vel_y, Err, -23.000000, P, -0.028750, I, 0.000000, D, -0.001750, PID, -0.030500
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -25.000000, P, -0.031250, I, 0.000000, D, -0.001750, PID, -0.033000
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -27.000000, P, -0.033750, I, 0.000000, D, -0.001750, PID, -0.035500
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000800, PID, 0.019800
vel_y, Err, -27.000000, P, -0.033750, I, 0.000000, D, 0.000000, PID, -0.033750
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000800, PID, 0.020800
vel_y, Err, -24.000000, P, -0.030000, I, 0.000000, D, 0.002625, PID, -0.027375
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.001600, PID, 0.023600
vel_y, Err, -21.000000, P, -0.026250, I, 0.000000, D, 0.002625, PID, -0.023625
vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, 0.000800, PID, 0.023800
vel_y, Err, -20.000000, P, -0.025000, I, 0.000000, D, 0.000875, PID, -0.024125
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, -0.000800, PID, 0.021200
vel_y, Err, -20.000000, P, -0.025000, I, 0.000000, D, 0.000000, PID, -0.025000
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, -0.000800, PID, 0.020200
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.000875, PID, -0.022875
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, 0.000000, PID, 0.021000
vel_y, Err, -19.000000, P, -0.023750, I, 0.000000, D, 0.000000, PID, -0.023750
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.000800, PID, 0.022800
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, 0.004375, PID, -0.013125
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, -0.001600, PID, 0.018400
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.001750, PID, -0.013250
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, -0.002400, PID, 0.014600
vel_y, Err, -10.000000, P, -0.012500, I, 0.000000, D, 0.001750, PID, -0.010750
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.000800, PID, 0.015200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.002625, PID, -0.018875
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000000, PID, 0.016000
vel_y, Err, -15.000000, P, -0.018750, I, 0.000000, D, -0.001750, PID, -0.020500
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, -0.000800, PID, 0.014200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.001750, PID, -0.014500
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000800, PID, 0.016800
vel_y, Err, -9.000000, P, -0.011250, I, 0.000000, D, 0.003500, PID, -0.007750
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, -0.000800, PID, 0.014200
vel_y, Err, -8.000000, P, -0.010000, I, 0.000000, D, 0.000875, PID, -0.009125
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000000, PID, 0.015000
vel_y, Err, -9.000000, P, -0.011250, I, 0.000000, D, -0.000875, PID, -0.012125
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000800, PID, 0.016800
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, -0.001750, PID, -0.015500
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.001600, PID, 0.019600
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.001750, PID, -0.018000
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.001750, PID, -0.012000
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000000, PID, -0.013750
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000800, PID, 0.019800
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, -0.000875, PID, -0.015875
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, -0.000800, PID, 0.017200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.000875, PID, -0.017125
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -14.000000, P, -0.017500, I, 0.000000, D, -0.000875, PID, -0.018375
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000800, PID, 0.019800
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000875, PID, -0.015375
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000000, PID, 0.019000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000000, PID, 0.019000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000000, PID, 0.019000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, -0.000800, PID, 0.017200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, -0.000800, PID, 0.016200
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000875, PID, -0.014125
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, 0.000000, PID, 0.017000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.000800, PID, 0.015200
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000875, PID, -0.012875
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, -0.001600, PID, 0.012400
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, -0.000875, PID, -0.015875
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, -0.000800, PID, 0.012200
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, 0.000000, PID, 0.013000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000875, PID, -0.012875
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, 0.000000, PID, 0.013000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000000, PID, -0.013750
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, 0.000000, PID, 0.013000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.000000, PID, -0.013750
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, 0.000800, PID, 0.014800
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, -0.000875, PID, -0.015875
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, 0.000000, PID, 0.014000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000800, PID, 0.015800
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000000, PID, 0.015000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.000875, PID, -0.017125
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000000, PID, 0.015000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000875, PID, -0.014125
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000000, PID, 0.015000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, -0.000800, PID, 0.013200
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, 0.000000, PID, 0.014000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.000875, PID, -0.017125
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, -0.000800, PID, 0.012200
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, 0.000000, PID, 0.013000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000875, PID, -0.014125
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, 0.000800, PID, 0.014800
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 14.000000, P, 0.014000, I, 0.000000, D, 0.000000, PID, 0.014000
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.000800, PID, 0.015800
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, 0.000800, PID, 0.016800
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_x, Err, 17.000000, P, 0.017000, I, 0.000000, D, 0.000800, PID, 0.017800
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, -0.000875, PID, -0.017125
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000800, PID, 0.018800
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 18.000000, P, 0.018000, I, 0.000000, D, 0.000000, PID, 0.018000
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.000800, PID, 0.019800
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 20.000000, P, 0.020000, I, 0.000000, D, 0.000800, PID, 0.020800
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.000000, PID, -0.016250
vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, 0.002400, PID, 0.025400
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, 0.001750, PID, -0.012000
vel_x, Err, 25.000000, P, 0.025000, I, 0.000000, D, 0.001600, PID, 0.026600
vel_y, Err, -10.000000, P, -0.012500, I, 0.000000, D, 0.000875, PID, -0.011625
vel_x, Err, 27.000000, P, 0.027000, I, 0.000000, D, 0.001600, PID, 0.028600
vel_y, Err, -10.000000, P, -0.012500, I, 0.000000, D, 0.000000, PID, -0.012500
vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, 0.000800, PID, 0.028800
vel_y, Err, -9.000000, P, -0.011250, I, 0.000000, D, 0.000875, PID, -0.010375
vel_x, Err, 31.000000, P, 0.031000, I, 0.000000, D, 0.002400, PID, 0.033400
vel_y, Err, -7.000000, P, -0.008750, I, 0.000000, D, 0.001750, PID, -0.007000
vel_x, Err, 32.000000, P, 0.032000, I, 0.000000, D, 0.000800, PID, 0.032800
vel_y, Err, -5.000000, P, -0.006250, I, 0.000000, D, 0.001750, PID, -0.004500
vel_x, Err, 35.000000, P, 0.035000, I, 0.000000, D, 0.002400, PID, 0.037400
vel_y, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 39.000000, P, 0.039000, I, 0.000000, D, 0.003200, PID, 0.042200
vel_y, Err, 1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 40.000000, P, 0.040000, I, 0.000000, D, 0.000800, PID, 0.040800
vel_y, Err, 1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 42.000000, P, 0.042000, I, 0.000000, D, 0.001600, PID, 0.043600
vel_y, Err, 2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 43.000000, P, 0.043000, I, 0.000000, D, 0.000800, PID, 0.043800
vel_y, Err, 4.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, 45.000000, P, 0.045000, I, 0.000000, D, 0.001600, PID, 0.046600
vel_y, Err, 6.000000, P, 0.007500, I, 0.000000, D, 0.009625, PID, 0.017125
vel_x, Err, 46.000000, P, 0.046000, I, 0.000000, D, 0.000800, PID, 0.046800
vel_y, Err, 7.000000, P, 0.008750, I, 0.000000, D, 0.000875, PID, 0.009625
vel_x, Err, 47.000000, P, 0.047000, I, 0.000000, D, 0.000800, PID, 0.047800
vel_y, Err, 8.000000, P, 0.010000, I, 0.000000, D, 0.000875, PID, 0.010875
vel_x, Err, 48.000000, P, 0.048000, I, 0.000000, D, 0.000800, PID, 0.048800
vel_y, Err, 10.000000, P, 0.012500, I, 0.000000, D, 0.001750, PID, 0.014250
vel_x, Err, 50.000000, P, 0.050000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, 12.000000, P, 0.015000, I, 0.000000, D, 0.001750, PID, 0.016750
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.002625, PID, 0.021375
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.002400, PID, 0.050000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.002625, PID, 0.025125
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.002400, PID, 0.050000
vel_y, Err, 21.000000, P, 0.026250, I, 0.000000, D, 0.002625, PID, 0.028875
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, 0.000875, PID, 0.028375
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, 0.000000, PID, 0.027500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.001750, PID, 0.031750
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000875, PID, 0.032125
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, -0.001600, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, -0.000875, PID, 0.029125
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, -0.000875, PID, 0.027875
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, -0.000875, PID, 0.026625
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, 0.000000, PID, 0.027500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, 0.000000, PID, 0.027500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, 0.000000, PID, 0.027500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000875, PID, 0.029625
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000875, PID, 0.030875
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000875, PID, 0.032125
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, -0.000875, PID, 0.029125
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000875, PID, 0.032125
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000875, PID, 0.033375
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, -0.000875, PID, 0.030375
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000875, PID, 0.033375
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000875, PID, 0.034625
